# OTU96	OTU273	OTU792	OTU996	OTU1737	OTU5006	OTU6043
4.189999999999999877e-11	8.770000000000000799e-12	5.470000000000000239e-11	2.460000000000000100e-11	4.770000000000000072e-11	6.060000000000000270e-11	6.369999999999999716e-11
4.979999999999999863e-11	5.459999999999999757e-12	4.389999999999999833e-11	8.809999999999999821e-12	1.120000000000000074e-11	4.840000000000000379e-12	1.049999999999999928e-11
2.289999999999999976e-11	1.470000000000000158e-11	9.289999999999999714e-11	9.179999999999999577e-11	7.320000000000000313e-11	3.660000000000000157e-11	2.959999999999999989e-11
6.090000000000000425e-11	1.479999999999999994e-11	4.520000000000000289e-11	6.090000000000000425e-11	6.499999999999999526e-11	8.489999999999999569e-12	5.379999999999999775e-11
7.720000000000000224e-11	8.079999999999999498e-11	3.620000000000000165e-11	3.089999999999999799e-11	5.870000000000000151e-11	9.170000000000000387e-11	3.260000000000000245e-11
8.150000000000000614e-12	7.300000000000000641e-11	4.509999999999999806e-11	2.320000000000000131e-11	8.070000000000000308e-11	7.949999999999999689e-11	6.510000000000000332e-12
6.019999999999999633e-11	1.530000000000000145e-11	4.229999999999999868e-11	9.959999999999999727e-11	6.520000000000000491e-11	7.350000000000000791e-12	3.329999999999999745e-11
9.289999999999999391e-12	4.909999999999999717e-11	7.700000000000000552e-11	5.080000000000000164e-12	6.319999999999999889e-11	1.049999999999999928e-11	9.860000000000000072e-11
7.370000000000000141e-11	6.849999999999999610e-11	5.080000000000000164e-11	5.889999999999999823e-11	4.429999999999999824e-11	3.359999999999999900e-11	7.389999999999999813e-11
2.380000000000000118e-11	4.880000000000000209e-11	5.019999999999999855e-11	3.550000000000000019e-11	1.200000000000000057e-11	3.300000000000000237e-11	4.389999999999999833e-11
2.729999999999999878e-11	7.789999999999999724e-11	5.609999999999999885e-11	3.980000000000000086e-11	6.490000000000000336e-11	3.529999999999999701e-11	2.789999999999999865e-11
4.490000000000000134e-11	1.400000000000000012e-11	7.350000000000000468e-11	1.019999999999999935e-11	5.430000000000000248e-11	8.109999999999999653e-11	3.449999999999999719e-11
5.659999999999999712e-11	7.020000000000000057e-11	6.609999999999999663e-11	8.319999999999999445e-11	6.250000000000000389e-11	6.609999999999999663e-11	9.040000000000000578e-11
5.310000000000000275e-11	2.050000000000000029e-11	1.930000000000000056e-11	5.459999999999999757e-11	6.229999999999999424e-11	4.709999999999999762e-11	3.770000000000000294e-12
5.209999999999999974e-11	7.409999999999999485e-11	3.279999999999999918e-11	7.549999999999999777e-11	4.060000000000000068e-11	2.429999999999999945e-11	6.149999999999999442e-11
8.820000000000000303e-11	7.679999999999999587e-12	7.880000000000000189e-11	4.309999999999999851e-11	5.839999999999999996e-11	1.009999999999999937e-11	9.719999999999999780e-11
4.119999999999999731e-11	1.170000000000000063e-11	5.200000000000000138e-11	4.469999999999999815e-11	8.639999999999999374e-11	3.890000000000000267e-11	6.719999999999999800e-11
6.870000000000000575e-11	1.779999999999999928e-11	8.479999999999999409e-11	1.479999999999999994e-11	1.610000000000000127e-11	5.419999999999999766e-11	3.970000000000000249e-11
1.650000000000000118e-11	5.000000000000000182e-11	9.110000000000000077e-11	5.440000000000000084e-11	8.290000000000000582e-11	4.370000000000000161e-11	1.009999999999999937e-11
6.209999999999999752e-11	5.659999999999999712e-11	8.159999999999999480e-11	9.829999999999999917e-11	4.370000000000000161e-11	5.019999999999999855e-11	8.399999999999999427e-11
5.200000000000000138e-11	4.420000000000000149e-12	1.499999999999999990e-11	4.300000000000000014e-11	1.120000000000000074e-11	2.740000000000000038e-11	9.019999999999999613e-11
8.470000000000000219e-11	9.159999999999999905e-11	6.460000000000000181e-11	3.679999999999999829e-11	1.039999999999999931e-11	7.770000000000000052e-11	3.199999999999999936e-11
2.349999999999999963e-11	3.209999999999999772e-11	3.100000000000000281e-11	2.980000000000000308e-11	5.900000000000000305e-11	3.049999999999999807e-11	7.050000000000000212e-11
1.390000000000000014e-11	7.060000000000000209e-12	8.420000000000000392e-11	6.259999999999999579e-11	8.790000000000000148e-11	2.500000000000000091e-11	4.100000000000000059e-11
9.470000000000000644e-11	4.560000000000000280e-11	4.459999999999999979e-11	7.009999999999999574e-11	5.569999999999999894e-11	9.109999999999999754e-12	7.569999999999999450e-11
7.160000000000000349e-11	1.240000000000000048e-11	3.879999999999999785e-11	4.060000000000000068e-11	5.939999999999999650e-11	9.099999999999999595e-11	5.950000000000000133e-11
2.269999999999999981e-11	8.799999999999999661e-12	7.380000000000000623e-11	2.320000000000000131e-11	6.769999999999999628e-11	2.039999999999999890e-13	6.229999999999999424e-11
6.380000000000000199e-11	4.439999999999999660e-12	1.330000000000000028e-11	7.590000000000000415e-11	8.759999999999999993e-11	5.809999999999999841e-11	8.479999999999999409e-11
6.769999999999999628e-12	5.919999999999999978e-11	5.739999999999999695e-11	8.950000000000000113e-11	7.569999999999999450e-11	1.849999999999999993e-12	9.300000000000000197e-11
2.059999999999999866e-11	3.190000000000000099e-11	7.110000000000000521e-11	3.479999999999999873e-11	9.520000000000000471e-11	2.999999999999999980e-11	5.459999999999999757e-11
5.590000000000000213e-11	9.799999999999999439e-12	5.409999999999999930e-11	9.659999999999999470e-11	3.060000000000000290e-11	2.269999999999999981e-11	9.780000000000000090e-11
3.700000000000000148e-11	6.669999999999999650e-12	9.689999999999999625e-11	6.209999999999999752e-11	5.809999999999999841e-11	7.419999999999999968e-11	7.679999999999999587e-11
1.539999999999999981e-11	3.470000000000000037e-11	2.660000000000000056e-11	2.209999999999999994e-11	9.159999999999999905e-11	3.190000000000000099e-11	2.240000000000000149e-11
9.440000000000000489e-11	7.030000000000000539e-11	3.999999999999999758e-11	3.310000000000000073e-11	6.030000000000000115e-11	6.909999999999999920e-11	3.850000000000000276e-11
1.800000000000000004e-12	6.379999999999999876e-12	5.249999999999999965e-11	5.240000000000000290e-12	9.730000000000000263e-11	2.380000000000000118e-11	1.670000000000000114e-11
9.689999999999999625e-11	3.869999999999999948e-11	5.440000000000000084e-11	6.499999999999999526e-11	6.209999999999999752e-11	2.990000000000000144e-11	3.199999999999999936e-11
2.400000000000000113e-11	9.419999999999999524e-11	4.410000000000000152e-11	8.299999999999999772e-11	6.129999999999999770e-11	3.439999999999999882e-11	9.259999999999999559e-11
8.950000000000000436e-12	9.929999999999999572e-11	4.939999999999999872e-11	4.429999999999999824e-11	5.579999999999999730e-11	3.239999999999999927e-11	8.870000000000000131e-11
8.579999999999999791e-13	3.909999999999999940e-11	4.249999999999999864e-12	4.310000000000000012e-12	5.069999999999999682e-11	3.329999999999999745e-11	9.410000000000000334e-11
1.430000000000000006e-11	6.870000000000000575e-11	5.360000000000000102e-11	3.140000000000000272e-11	7.629999999999999760e-11	5.019999999999999855e-11	6.630000000000000628e-11
1.799999999999999923e-11	5.419999999999999927e-12	6.570000000000000318e-11	1.009999999999999937e-11	9.410000000000000334e-11	1.130000000000000072e-11	1.459999999999999999e-11
4.419999999999999988e-11	8.150000000000000290e-11	7.889999999999999379e-11	7.060000000000000209e-12	2.150000000000000007e-11	6.129999999999999770e-11	7.069999999999999884e-11
6.760000000000000438e-11	2.409999999999999950e-11	7.649999999999999432e-11	3.989999999999999922e-11	2.440000000000000104e-11	7.560000000000000260e-11	3.089999999999999799e-11
2.760000000000000033e-11	1.739999999999999937e-11	6.529999999999999681e-11	1.879999999999999906e-11	6.650000000000000300e-11	1.750000000000000096e-11	2.340000000000000127e-11
8.639999999999999374e-11	7.020000000000000057e-11	2.509999999999999927e-11	8.930000000000000440e-11	8.349999999999999600e-11	3.300000000000000237e-11	2.159999999999999843e-11
2.929999999999999834e-11	6.849999999999999610e-11	1.810000000000000083e-11	6.570000000000000318e-11	5.760000000000000013e-11	3.169999999999999781e-11	1.690000000000000109e-11
4.539999999999999961e-11	1.439999999999999923e-12	4.170000000000000205e-11	2.720000000000000042e-11	9.440000000000000489e-11	4.429999999999999824e-11	7.770000000000000052e-11
4.319999999999999687e-11	3.380000000000000219e-11	8.939999999999999630e-11	3.609999999999999683e-11	2.139999999999999848e-11	6.950000000000000072e-12	6.659999999999999490e-11
8.299999999999999772e-11	1.919999999999999897e-11	6.870000000000000575e-11	4.180000000000000041e-11	2.380000000000000118e-11	8.020000000000000481e-11	2.649999999999999896e-11
1.160000000000000066e-11	7.809999999999999397e-11	8.889999999999999480e-12	9.309999999999999387e-11	7.880000000000000189e-11	6.749999999999999955e-11	3.730000000000000303e-11
4.659999999999999935e-11	7.579999999999999932e-11	9.350000000000000024e-11	2.800000000000000024e-11	6.110000000000000097e-11	7.610000000000000087e-11	1.759999999999999932e-11
4.669999999999999771e-11	8.509999999999999564e-11	2.429999999999999945e-12	6.149999999999999442e-11	6.819999999999999455e-11	4.669999999999999771e-11	5.550000000000000222e-11
2.999999999999999980e-11	3.639999999999999838e-11	5.430000000000000248e-11	9.019999999999999613e-11	6.700000000000000128e-11	9.860000000000000072e-11	4.560000000000000280e-11
7.069999999999999884e-11	5.000000000000000182e-11	5.150000000000000310e-11	1.770000000000000092e-11	1.330000000000000028e-11	6.510000000000000008e-11	8.489999999999999892e-11
4.050000000000000232e-11	6.090000000000000425e-11	8.859999999999999648e-11	9.560000000000000462e-12	3.959999999999999767e-11	3.339999999999999905e-12	2.380000000000000118e-11
7.560000000000000260e-11	9.149999999999999422e-11	4.979999999999999863e-11	7.210000000000000176e-11	3.719999999999999820e-11	5.909999999999999495e-11	3.559999999999999856e-11
2.869999999999999847e-11	2.709999999999999883e-11	5.040000000000000173e-11	5.909999999999999495e-11	1.440000000000000003e-11	8.399999999999999427e-11	5.289999999999999956e-11
7.750000000000000379e-11	3.890000000000000267e-11	8.040000000000000153e-11	1.890000000000000065e-11	8.070000000000000308e-11	3.599999999999999847e-11	7.860000000000000516e-11
1.730000000000000101e-11	1.170000000000000063e-11	2.340000000000000127e-11	2.099999999999999857e-11	4.579999999999999952e-11	7.670000000000000397e-11	4.810000000000000063e-11
1.260000000000000043e-11	3.470000000000000037e-11	8.329999999999999927e-11	6.090000000000000425e-11	3.190000000000000099e-11	4.279999999999999696e-11	9.010000000000000423e-11
3.359999999999999900e-11	8.489999999999999892e-11	2.200000000000000158e-11	3.810000000000000285e-11	3.660000000000000157e-11	6.620000000000000146e-11	8.729999999999999839e-11
6.510000000000000008e-11	8.450000000000000547e-11	3.470000000000000037e-11	9.120000000000000560e-11	6.030000000000000115e-11	7.530000000000000105e-11	3.300000000000000237e-11
2.309999999999999972e-11	4.890000000000000045e-11	8.169999999999999963e-11	1.310000000000000073e-12	3.199999999999999936e-11	4.299999999999999853e-13	6.899999999999999437e-11
6.479999999999999854e-11	6.099999999999999615e-11	1.899999999999999901e-11	1.170000000000000063e-11	1.999999999999999879e-11	1.679999999999999950e-11	9.069999999999999440e-11
8.759999999999999993e-11	8.450000000000000547e-11	8.269999999999999294e-12	2.400000000000000113e-11	9.209999999999999732e-11	4.939999999999999872e-11	4.379999999999999997e-11
5.129999999999999992e-11	7.359999999999999658e-11	6.559999999999999836e-11	2.649999999999999896e-11	3.930000000000000258e-11	6.680000000000000455e-11	8.520000000000000047e-11
2.320000000000000131e-11	7.819999999999999879e-11	6.520000000000000491e-11	6.879999999999999765e-11	6.860000000000000254e-12	1.719999999999999941e-11	7.450000000000000769e-12
2.240000000000000149e-11	2.809999999999999861e-11	9.149999999999999422e-11	6.769999999999999628e-11	2.310000000000000052e-12	6.090000000000000425e-11	3.980000000000000086e-11
8.759999999999999993e-11	7.489999999999999468e-11	1.150000000000000068e-11	6.259999999999999579e-11	4.319999999999999687e-11	9.920000000000000382e-11	2.329999999999999967e-11
2.900000000000000002e-11	9.739999999999999453e-11	9.620000000000000126e-11	1.100000000000000079e-11	4.600000000000000271e-11	4.469999999999999815e-11	7.450000000000000123e-11
9.010000000000000423e-11	2.380000000000000118e-11	2.549999999999999918e-11	3.890000000000000267e-11	6.040000000000000597e-11	8.109999999999999653e-11	5.080000000000000164e-11
2.090000000000000021e-11	4.480000000000000298e-11	6.330000000000000371e-11	1.440000000000000003e-11	8.220000000000000113e-12	2.769999999999999870e-11	7.599999999999999605e-11
9.989999999999999236e-12	4.230000000000000353e-12	9.419999999999999847e-12	4.509999999999999806e-11	1.140000000000000070e-11	8.749999999999999511e-11	7.940000000000000499e-11
9.140000000000000232e-11	4.189999999999999877e-11	3.749999999999999975e-11	6.860000000000000092e-11	7.329999999999999503e-11	6.550000000000000646e-11	5.219999999999999810e-11
6.730000000000000283e-11	1.310000000000000032e-11	3.439999999999999882e-11	9.630000000000000608e-11	1.559999999999999977e-11	8.340000000000000410e-11	4.829999999999999735e-11
4.869999999999999726e-11	3.839999999999999794e-11	7.549999999999999777e-11	4.340000000000000006e-11	7.339999999999999986e-11	6.899999999999999437e-11	8.420000000000000392e-11
6.620000000000000146e-11	3.390000000000000055e-11	9.940000000000000055e-11	9.319999999999999869e-11	4.230000000000000353e-12	3.759999999999999811e-11	3.580000000000000174e-11
3.279999999999999918e-11	9.319999999999999869e-11	1.029999999999999933e-11	2.589999999999999910e-11	8.999999999999999940e-11	2.349999999999999963e-11	3.620000000000000165e-11
9.389999999999999369e-11	2.340000000000000127e-12	9.289999999999999714e-11	1.180000000000000061e-11	1.430000000000000006e-11	4.970000000000000027e-12	7.800000000000000207e-11
9.479999999999999834e-11	4.119999999999999731e-11	3.719999999999999820e-11	8.280000000000000100e-11	5.259999999999999801e-11	5.609999999999999885e-11	7.069999999999999884e-11
9.099999999999999595e-11	8.569999999999999874e-11	8.760000000000000640e-12	2.509999999999999927e-11	3.449999999999999719e-11	1.110000000000000077e-11	3.900000000000000103e-11
2.320000000000000131e-11	7.240000000000000331e-11	8.409999999999999910e-11	6.550000000000000646e-11	7.530000000000000105e-11	3.709999999999999984e-11	2.380000000000000118e-11
6.550000000000000646e-11	6.010000000000000443e-11	7.809999999999999397e-11	9.270000000000000042e-11	9.219999999999999891e-12	6.239999999999999907e-11	4.039999999999999749e-11
9.769999999999999608e-11	4.890000000000000045e-11	4.739999999999999917e-11	8.829999999999999493e-11	7.510000000000000433e-11	4.920000000000000038e-12	1.310000000000000032e-11
4.699999999999999926e-11	7.969999999999999361e-11	4.530000000000000125e-11	7.649999999999999432e-11	4.159999999999999722e-11	2.119999999999999852e-11	3.439999999999999882e-11
1.290000000000000037e-11	8.989999999999999458e-11	9.490000000000000316e-11	5.560000000000000058e-11	4.659999999999999935e-11	5.409999999999999930e-11	6.870000000000000575e-11
3.529999999999999701e-11	7.610000000000000087e-11	5.670000000000000195e-11	2.749999999999999874e-11	5.950000000000000133e-11	6.040000000000000597e-11	5.050000000000000009e-11
3.770000000000000294e-11	9.460000000000000161e-11	8.800000000000000631e-11	1.220000000000000052e-12	6.860000000000000092e-11	7.219999999999999366e-11	4.010000000000000240e-11
2.200000000000000158e-11	9.440000000000000489e-11	6.170000000000000407e-11	8.150000000000000290e-11	7.540000000000000587e-12	7.279999999999999676e-12	8.980000000000000268e-11
1.679999999999999950e-11	4.789999999999999744e-11	3.030000000000000135e-11	1.659999999999999954e-11	3.199999999999999936e-11	8.249999999999999945e-11	9.069999999999999440e-11
3.340000000000000228e-11	8.520000000000000047e-11	4.629999999999999780e-11	1.819999999999999919e-11	6.060000000000000270e-11	1.140000000000000070e-11	5.510000000000000230e-11
5.560000000000000058e-11	3.159999999999999945e-11	3.970000000000000249e-11	7.210000000000000176e-11	5.859999999999999668e-11	2.479999999999999934e-12	5.809999999999999841e-11
2.079999999999999861e-11	3.470000000000000037e-11	1.959999999999999888e-11	1.779999999999999928e-11	3.879999999999999785e-11	4.079999999999999740e-11	6.159999999999999925e-11
6.769999999999999628e-11	8.850000000000000458e-11	7.969999999999999361e-11	7.039999999999999729e-11	7.889999999999999379e-11	5.289999999999999956e-11	4.770000000000000072e-11
6.200000000000000562e-11	2.700000000000000047e-11	3.900000000000000103e-11	1.270000000000000041e-12	5.360000000000000102e-11	9.079999999999999922e-11	3.350000000000000064e-12
3.060000000000000290e-11	6.410000000000000354e-11	5.960000000000000615e-11	6.799999999999999782e-11	3.500000000000000031e-12	6.840000000000000420e-11	9.049999999999999767e-11
8.319999999999999445e-11	5.129999999999999992e-11	4.269999999999999860e-11	4.220000000000000032e-11	5.960000000000000615e-11	3.479999999999999873e-11	4.300000000000000014e-11
1.610000000000000127e-11	1.430000000000000006e-11	6.730000000000000283e-11	9.440000000000000489e-11	5.750000000000000177e-11	5.269999999999999961e-12	1.299999999999999913e-12
6.659999999999999490e-11	2.820000000000000020e-11	2.340000000000000127e-12	3.369999999999999736e-11	6.689999999999999645e-11	7.069999999999999884e-11	2.340000000000000127e-11
4.699999999999999926e-11	8.360000000000000082e-11	3.289999999999999754e-11	6.099999999999999615e-11	3.030000000000000135e-11	5.119999999999999994e-12	8.740000000000000321e-11
5.050000000000000009e-11	5.310000000000000275e-11	3.369999999999999736e-11	9.399999999999999851e-11	4.199999999999999714e-11	6.639999999999999818e-11	4.010000000000000079e-12
9.049999999999999767e-11	9.360000000000000506e-11	1.860000000000000152e-12	9.250000000000000369e-11	6.140000000000000252e-11	7.679999999999999587e-11	8.619999999999999701e-11
8.970000000000000755e-12	1.270000000000000041e-12	9.140000000000000232e-11	2.400000000000000113e-11	4.269999999999999860e-11	4.579999999999999952e-11	5.169999999999999983e-11
3.590000000000000011e-11	9.140000000000000232e-11	4.309999999999999851e-11	1.850000000000000074e-11	8.260000000000000428e-11	4.490000000000000134e-11	6.469999999999999371e-11
9.840000000000000400e-11	3.430000000000000046e-11	3.919999999999999776e-11	2.729999999999999878e-11	2.560000000000000078e-11	8.360000000000000082e-11	1.739999999999999937e-11
3.980000000000000086e-11	9.309999999999999387e-11	4.220000000000000032e-11	2.329999999999999967e-11	9.369999999999999696e-11	3.079999999999999962e-11	4.600000000000000271e-11
5.339999999999999784e-11	7.450000000000000123e-11	7.709999999999999742e-11	5.430000000000000248e-11	2.420000000000000109e-11	6.829999999999999937e-11	7.300000000000000641e-11
8.600000000000000029e-11	9.419999999999999524e-11	1.290000000000000037e-11	5.969999999999999805e-11	1.739999999999999937e-11	2.280000000000000140e-11	7.969999999999999361e-11
2.609999999999999905e-11	4.100000000000000059e-11	8.950000000000000436e-12	4.810000000000000063e-11	8.180000000000000445e-11	6.869999999999999605e-12	3.380000000000000219e-11
8.820000000000000303e-11	7.419999999999999968e-11	7.100000000000000039e-11	1.870000000000000069e-11	5.259999999999999801e-11	5.409999999999999930e-11	4.730000000000000081e-11
3.689999999999999827e-12	6.979999999999999419e-11	1.150000000000000068e-11	3.589999999999999849e-12	8.610000000000000511e-11	9.849999999999999590e-11	8.159999999999999480e-11
9.079999999999999922e-11	3.119999999999999953e-11	5.980000000000000288e-11	2.110000000000000016e-11	2.919999999999999998e-11	4.119999999999999731e-11	9.110000000000000077e-11
6.840000000000000420e-11	5.989999999999999478e-11	7.119999999999999711e-11	6.589999999999999991e-11	9.040000000000000578e-11	8.210000000000000600e-11	2.820000000000000020e-11
9.389999999999999369e-11	7.850000000000000034e-11	9.829999999999999917e-11	7.260000000000000367e-13	6.330000000000000371e-11	1.250000000000000046e-11	5.249999999999999965e-11
1.410000000000000010e-11	9.470000000000000644e-11	2.729999999999999878e-11	7.480000000000000278e-11	5.579999999999999730e-11	9.719999999999999780e-11	3.550000000000000019e-11
7.560000000000000260e-11	3.860000000000000112e-11	1.079999999999999922e-11	3.190000000000000099e-11	1.550000000000000140e-11	9.769999999999999608e-11	6.030000000000000115e-11
9.550000000000000626e-11	8.610000000000000511e-11	4.680000000000000253e-11	3.060000000000000290e-11	4.279999999999999696e-11	3.439999999999999882e-12	2.580000000000000073e-11
5.950000000000000294e-12	1.719999999999999941e-11	4.920000000000000200e-11	7.729999999999999414e-11	7.659999999999999915e-11	7.240000000000000331e-11	7.739999999999999897e-11
1.870000000000000110e-13	2.229999999999999989e-11	3.669999999999999993e-11	4.909999999999999717e-11	8.850000000000000458e-12	7.000000000000000384e-11	5.550000000000000222e-11
9.360000000000000506e-11	7.270000000000000486e-11	7.759999999999999569e-11	9.870000000000000555e-11	9.389999999999999369e-11	9.700000000000000108e-11	1.710000000000000105e-11
4.930000000000000198e-12	6.399999999999999871e-11	2.400000000000000113e-11	1.930000000000000056e-12	4.979999999999999863e-11	2.669999999999999892e-11	1.440000000000000003e-11
1.699999999999999946e-11	6.309999999999999407e-11	6.449999999999999699e-11	7.530000000000000428e-12	4.400000000000000315e-11	2.900000000000000002e-11	1.910000000000000061e-11
5.219999999999999810e-11	5.520000000000000067e-11	9.689999999999999625e-11	2.050000000000000029e-11	8.269999999999999618e-11	3.260000000000000245e-11	3.550000000000000019e-11
9.070000000000000732e-12	6.170000000000000407e-11	1.610000000000000127e-11	2.500000000000000091e-11	5.179999999999999819e-11	3.159999999999999945e-11	6.339999999999999561e-11
4.869999999999999726e-11	6.120000000000000580e-11	2.649999999999999896e-11	8.530000000000000529e-11	4.509999999999999968e-12	2.420000000000000109e-11	4.140000000000000050e-11
3.279999999999999918e-11	4.909999999999999879e-12	4.949999999999999709e-11	9.530000000000000792e-13	1.100000000000000079e-11	1.459999999999999999e-11	2.990000000000000144e-11
6.469999999999999371e-11	2.220000000000000153e-11	4.399999999999999831e-12	1.570000000000000136e-11	1.670000000000000114e-11	4.589999999999999789e-11	9.470000000000000644e-11
3.089999999999999799e-11	9.669999999999999953e-11	1.290000000000000037e-11	7.739999999999999897e-11	1.049999999999999928e-11	6.760000000000000276e-12	8.130000000000000618e-11
8.839999999999999976e-11	3.220000000000000254e-11	8.070000000000000308e-11	5.919999999999999978e-11	3.690000000000000312e-11	1.879999999999999906e-11	5.919999999999999978e-11
9.440000000000000489e-11	2.229999999999999989e-11	2.689999999999999887e-11	5.609999999999999885e-11	6.259999999999999579e-11	2.900000000000000002e-11	8.539999999999999719e-11
2.099999999999999857e-11	5.040000000000000173e-11	9.860000000000000072e-11	2.889999999999999843e-11	2.340000000000000127e-11	4.199999999999999714e-11	1.049999999999999928e-11
8.980000000000000268e-11	4.770000000000000072e-11	6.159999999999999925e-11	9.270000000000000042e-11	3.150000000000000108e-11	3.380000000000000219e-11	8.089999999999999981e-11
4.989999999999999700e-11	4.509999999999999806e-11	6.429999999999999865e-12	2.409999999999999950e-11	3.039999999999999971e-11	4.370000000000000161e-11	7.979999999999999520e-12
9.140000000000000232e-11	2.600000000000000069e-11	4.819999999999999899e-11	7.990000000000000326e-11	1.730000000000000101e-11	8.189999999999999635e-11	8.710000000000000166e-11
9.490000000000000316e-11	8.980000000000000268e-11	8.299999999999999772e-12	3.980000000000000086e-11	1.250000000000000046e-11	2.749999999999999874e-11	3.510000000000000028e-11
6.200000000000000562e-11	6.410000000000000354e-11	1.950000000000000052e-11	9.760000000000000418e-11	3.999999999999999758e-11	7.670000000000000397e-11	8.409999999999999910e-11
2.159999999999999843e-11	9.410000000000000334e-11	9.589999999999999971e-11	9.810000000000000245e-11	3.369999999999999736e-11	5.209999999999999974e-11	5.539999999999999739e-11
6.399999999999999871e-11	4.410000000000000152e-11	1.619999999999999963e-11	7.409999999999999485e-11	9.270000000000000042e-11	6.010000000000000443e-11	4.800000000000000227e-11
7.560000000000000260e-11	6.630000000000000628e-11	4.970000000000000027e-11	5.339999999999999784e-11	7.949999999999999689e-11	9.979999999999999399e-11	4.109999999999999895e-11
6.799999999999999782e-11	2.579999999999999912e-12	7.669999999999999428e-12	3.500000000000000192e-11	6.079999999999999942e-11	1.499999999999999990e-11	1.890000000000000065e-11
9.920000000000000382e-11	8.360000000000000082e-11	7.050000000000000212e-11	4.239999999999999705e-11	1.599999999999999968e-11	1.139999999999999989e-12	4.829999999999999735e-11
6.959999999999999747e-11	3.780000000000000130e-11	5.550000000000000222e-11	7.800000000000000207e-11	6.399999999999999871e-11	1.069999999999999924e-11	7.370000000000000141e-11
1.310000000000000032e-11	1.730000000000000101e-11	6.030000000000000115e-11	4.859999999999999890e-11	1.180000000000000021e-12	6.460000000000000181e-11	3.970000000000000249e-12
1.149999999999999947e-12	2.320000000000000131e-11	9.920000000000000382e-11	1.839999999999999915e-11	3.230000000000000091e-11	8.059999999999999826e-11	3.810000000000000285e-11
6.110000000000000097e-11	3.519999999999999865e-11	8.900000000000000285e-11	6.140000000000000252e-11	9.550000000000000626e-11	9.529999999999999661e-11	3.239999999999999927e-11
2.820000000000000020e-11	1.249999999999999975e-13	9.989999999999999882e-11	8.610000000000000511e-11	1.200000000000000057e-11	4.749999999999999753e-11	9.989999999999999882e-11
3.519999999999999865e-11	6.389999999999999389e-11	3.339999999999999905e-12	1.919999999999999897e-11	3.660000000000000157e-11	2.709999999999999964e-12	2.349999999999999963e-11
7.850000000000000034e-11	4.109999999999999895e-11	4.589999999999999789e-11	2.380000000000000118e-11	5.800000000000000005e-11	6.309999999999999407e-11	1.559999999999999977e-11
1.170000000000000063e-11	1.170000000000000063e-11	6.149999999999999442e-11	8.660000000000000339e-11	8.379999999999999755e-11	6.330000000000000371e-11	8.639999999999999374e-11
1.939999999999999892e-11	7.750000000000000702e-12	1.230000000000000010e-12	2.279999999999999978e-12	9.710000000000000590e-11	7.780000000000000171e-13	5.640000000000000040e-11
4.410000000000000152e-11	5.150000000000000310e-11	1.659999999999999954e-11	9.300000000000000197e-11	6.120000000000000580e-11	3.020000000000000299e-11	3.900000000000000103e-11
3.249999999999999763e-11	8.820000000000000303e-11	8.719999999999999356e-11	6.540000000000000002e-12	8.830000000000000139e-12	1.430000000000000006e-11	6.630000000000000628e-11
9.220000000000000093e-14	4.170000000000000205e-11	3.389999999999999893e-12	1.159999999999999904e-12	9.129999999999999750e-11	1.730000000000000101e-11	8.850000000000000458e-11
4.840000000000000218e-11	8.989999999999999458e-11	5.000000000000000182e-11	9.739999999999999453e-11	8.409999999999999910e-11	9.529999999999999661e-11	3.810000000000000285e-11
8.470000000000000219e-11	9.710000000000000590e-11	4.269999999999999860e-11	4.020000000000000077e-11	4.549999999999999797e-11	6.309999999999999407e-11	3.060000000000000290e-11
4.979999999999999863e-11	2.280000000000000140e-11	8.089999999999999981e-11	7.059999999999999402e-11	3.780000000000000130e-11	4.680000000000000253e-11	7.229999999999999849e-11
9.879999999999999745e-11	4.810000000000000063e-11	1.610000000000000127e-11	7.610000000000000087e-11	4.829999999999999735e-11	3.780000000000000130e-11	1.230000000000000010e-12
1.340000000000000026e-11	3.580000000000000174e-11	1.400000000000000012e-11	4.269999999999999860e-11	8.900000000000000285e-11	1.550000000000000022e-14	3.519999999999999865e-11
5.600000000000000049e-11	3.890000000000000267e-11	3.279999999999999918e-11	5.169999999999999983e-11	1.899999999999999901e-11	6.560000000000000320e-12	3.839999999999999794e-11
2.189999999999999998e-11	9.840000000000000400e-11	6.319999999999999727e-12	7.960000000000000171e-11	8.470000000000000219e-11	8.150000000000000290e-11	5.269999999999999961e-12
2.050000000000000029e-11	7.380000000000000623e-11	4.170000000000000205e-11	4.880000000000000209e-12	3.639999999999999838e-11	5.139999999999999828e-11	6.760000000000000438e-11
8.719999999999999356e-11	2.409999999999999950e-11	4.520000000000000289e-11	7.889999999999999379e-11	7.649999999999999432e-11	1.440000000000000003e-11	7.350000000000000468e-11
3.590000000000000011e-11	4.949999999999999709e-11	5.449999999999999921e-11	9.490000000000000316e-11	1.719999999999999941e-11	3.060000000000000290e-11	2.209999999999999994e-11
1.560000000000000017e-12	9.780000000000000090e-11	7.989999999999999680e-12	4.020000000000000238e-12	8.050000000000000636e-11	9.170000000000000387e-11	6.790000000000000592e-11
3.460000000000000201e-11	8.230000000000000273e-11	3.329999999999999745e-11	7.860000000000000516e-11	6.850000000000000094e-12	1.870000000000000069e-11	2.449999999999999941e-11
2.229999999999999989e-12	3.550000000000000019e-11	2.480000000000000096e-11	2.980000000000000308e-11	1.159999999999999904e-12	4.050000000000000232e-11	9.760000000000000418e-11
